Date,SKU_Key,Store_ID,Product_ID,Category,Region,Weather_Condition,Seasonality,Holiday_Promotion,Discount,Inventory_Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Net_Price,Competitor_Pricing,Revenue,Inventory_Value,Avg_Daily_Demand,Days_of_Cover,Reorder_Point,Below_Reorder_Point,Excess_Units,Excess_Value,Sold_Out,Stockout_Risk,Unserved_Units,Forecast_Error,Abs_Forecast_Error,Order_Requirement,Order_Gap,Stock_Status,Recommended_Action
2022-04-01,S003-P0002,S003,P0002,Clothing,East,Rainy,Autumn,0,10,379,296,28,301.25,83.49,75.14,80.4,22241.74,31642.71,130.79,2.9,196.18,0,0.0,0.0,0,0,0.0,5.25,5.25,13.36,14.64,Healthy,MAINTAIN
2022-04-02,S003-P0002,S003,P0002,Toys,North,Rainy,Summer,1,5,336,82,173,98.2,92.33,87.71,92.16,7192.51,31022.88,133.32,2.52,199.98,0,0.0,0.0,0,0,0.0,16.2,16.2,63.96,109.04,Healthy,MAINTAIN
2022-04-03,S003-P0002,S003,P0002,Furniture,South,Rainy,Autumn,0,5,423,294,55,291.32,90.86,86.32,87.84,25377.2,38433.78,138.68,3.05,208.02,0,6.96,632.78,0,0,0.0,-2.68,2.68,0.0,55.0,Excess,REDUCE STOCK
2022-04-04,S003-P0002,S003,P0002,Clothing,North,Sunny,Summer,0,15,338,126,157,140.69,38.46,32.69,40.26,4119.07,12999.48,139.71,2.42,209.57,0,0.0,0.0,0,0,0.0,14.69,14.69,81.14,75.86,Healthy,MAINTAIN
2022-04-05,S003-P0002,S003,P0002,Furniture,East,Snowy,Spring,0,5,360,302,93,309.74,59.44,56.47,54.56,17053.34,21398.4,150.5,2.39,225.75,0,0.0,0.0,0,0,0.0,7.74,7.74,91.5,1.5,Healthy,MAINTAIN
2022-04-06,S003-P0002,S003,P0002,Clothing,West,Sunny,Spring,0,20,151,150,62,142.21,24.86,19.89,24.86,2983.2,3753.86,150.86,1.0,226.29,1,0.0,0.0,0,0,0.0,-7.79,7.79,301.57,-239.57,Below Reorder,REPLENISH
2022-04-07,S003-P0002,S003,P0002,Clothing,South,Snowy,Autumn,0,0,444,183,167,193.59,25.53,25.53,30.29,4671.99,11335.32,152.57,2.91,228.86,0,0.0,0.0,0,0,0.0,10.59,10.59,13.71,153.29,Healthy,MAINTAIN
2022-04-08,S003-P0002,S003,P0002,Clothing,North,Cloudy,Winter,0,5,266,55,78,60.97,14.01,13.31,11.11,732.02,3726.66,139.82,1.9,209.73,0,0.0,0.0,0,0,0.0,5.97,5.97,153.46,-75.46,Healthy,MAINTAIN
2022-04-09,S003-P0002,S003,P0002,Toys,North,Snowy,Spring,0,15,286,264,86,274.68,89.58,76.14,90.65,20101.75,25619.88,147.82,1.93,221.73,0,0.0,0.0,0,0,0.0,10.68,10.68,157.46,-71.46,Healthy,MAINTAIN
2022-04-10,S003-P0002,S003,P0002,Clothing,South,Snowy,Summer,1,5,168,90,138,98.78,49.94,47.44,49.0,4269.87,8389.92,150.21,1.12,225.32,1,0.0,0.0,0,0,0.0,8.78,8.78,282.64,-144.64,Below Reorder,REPLENISH
2022-04-11,S003-P0002,S003,P0002,Toys,West,Sunny,Summer,1,5,316,8,90,27.61,13.91,13.21,16.6,105.72,4395.56,147.82,2.14,221.73,0,0.0,0.0,0,0,0.0,19.61,19.61,127.46,-37.46,Healthy,MAINTAIN
2022-04-12,S003-P0002,S003,P0002,Toys,East,Snowy,Summer,1,20,203,28,186,41.17,89.81,71.85,89.89,2011.74,18231.43,144.93,1.4,217.39,1,0.0,0.0,0,0,0.0,13.17,13.17,231.79,-45.79,Below Reorder,REPLENISH
2022-04-13,S003-P0002,S003,P0002,Toys,East,Rainy,Spring,0,20,147,85,68,87.43,63.86,51.09,68.0,4342.48,9387.42,143.18,1.03,214.77,1,0.0,0.0,0,0,0.0,2.43,2.43,282.54,-214.54,Below Reorder,REPLENISH
2022-04-14,S003-P0002,S003,P0002,Toys,North,Sunny,Winter,0,15,413,290,65,284.23,65.02,55.27,62.46,16027.43,26853.26,143.86,2.87,215.79,0,0.0,0.0,0,0,0.0,-5.77,5.77,18.57,46.43,Healthy,MAINTAIN
2022-04-15,S003-P0002,S003,P0002,Toys,West,Rainy,Summer,1,10,172,51,100,50.16,30.54,27.49,28.31,1401.79,5252.88,139.46,1.23,209.2,1,0.0,0.0,0,0,0.0,-0.84,0.84,246.39,-146.39,Below Reorder,REPLENISH
2022-04-16,S003-P0002,S003,P0002,Toys,North,Sunny,Summer,0,5,83,16,82,9.23,98.77,93.83,94.01,1501.3,8197.91,138.96,0.6,208.45,1,0.0,0.0,0,0,0.0,-6.77,6.77,333.89,-251.89,Critical,REPLENISH NOW
2022-04-17,S003-P0002,S003,P0002,Groceries,West,Rainy,Summer,0,15,353,87,128,87.0,65.76,55.9,65.97,4862.95,23213.28,128.39,2.75,192.59,0,0.0,0.0,0,0,0.0,0.0,0.0,32.18,95.82,Healthy,MAINTAIN
2022-04-18,S003-P0002,S003,P0002,Toys,South,Rainy,Autumn,1,5,183,6,176,22.95,46.57,44.24,48.99,265.45,8522.31,125.21,1.46,187.82,1,0.0,0.0,0,0,0.0,16.95,16.95,192.64,-16.64,Below Reorder,REPLENISH
2022-04-19,S003-P0002,S003,P0002,Furniture,South,Snowy,Winter,0,15,300,64,43,59.49,31.33,26.63,26.47,1704.35,9399.0,125.79,2.39,188.68,0,0.0,0.0,0,0,0.0,-4.51,4.51,77.36,-34.36,Healthy,MAINTAIN
2022-04-20,S003-P0002,S003,P0002,Clothing,West,Sunny,Summer,0,15,92,1,84,13.32,99.59,84.65,104.42,84.65,9162.28,117.82,0.78,176.73,1,0.0,0.0,0,0,0.0,12.32,12.32,261.46,-177.46,Critical,REPLENISH NOW
2022-04-21,S003-P0002,S003,P0002,Electronics,South,Rainy,Summer,0,5,126,122,93,129.47,38.66,36.73,42.31,4480.69,4871.16,119.57,1.05,179.36,1,0.0,0.0,0,1,3.47,7.47,7.47,232.71,-139.71,Below Reorder,REPLENISH
2022-04-22,S003-P0002,S003,P0002,Groceries,East,Rainy,Autumn,1,0,278,40,129,43.69,28.1,28.1,26.86,1124.0,7811.8,120.61,2.31,180.91,0,0.0,0.0,0,0,0.0,3.69,3.69,83.82,45.18,Healthy,MAINTAIN
2022-04-23,S003-P0002,S003,P0002,Electronics,South,Cloudy,Spring,0,0,379,47,59,49.35,67.28,67.28,64.02,3162.16,25499.12,116.07,3.27,174.11,0,30.79,2071.26,0,0,0.0,2.35,2.35,0.0,59.0,Excess,REDUCE STOCK
2022-04-24,S003-P0002,S003,P0002,Clothing,North,Snowy,Summer,0,10,477,179,138,175.29,20.05,18.05,23.74,3230.06,9563.85,120.43,3.96,180.64,0,115.71,2320.07,0,0,0.0,-3.71,3.71,0.0,138.0,Excess,REDUCE STOCK
2022-04-25,S003-P0002,S003,P0002,Clothing,East,Sunny,Summer,0,5,190,120,162,137.15,74.3,70.58,72.1,8470.2,14117.0,120.79,1.57,181.18,0,0.0,0.0,0,0,0.0,17.15,17.15,172.36,-10.36,Healthy,MAINTAIN
2022-04-26,S003-P0002,S003,P0002,Electronics,West,Rainy,Spring,1,15,320,156,120,161.22,66.04,56.13,68.39,8756.9,21132.8,126.25,2.53,189.38,0,0.0,0.0,0,0,0.0,5.22,5.22,58.75,61.25,Healthy,MAINTAIN
2022-04-27,S003-P0002,S003,P0002,Toys,West,Sunny,Winter,0,5,230,161,108,160.11,64.81,61.57,62.19,9912.69,14906.3,124.25,1.85,186.38,0,0.0,0.0,0,0,0.0,-0.89,0.89,142.75,-34.75,Healthy,MAINTAIN
2022-04-28,S003-P0002,S003,P0002,Groceries,East,Rainy,Autumn,1,10,151,101,166,108.89,41.47,37.32,40.66,3769.62,6261.97,121.57,1.24,182.36,1,0.0,0.0,0,0,0.0,7.89,7.89,213.71,-47.71,Below Reorder,REPLENISH
2022-04-29,S003-P0002,S003,P0002,Electronics,North,Rainy,Autumn,0,0,208,154,73,147.24,22.03,22.03,17.42,3392.62,4582.24,116.5,1.79,174.75,0,0.0,0.0,0,0,0.0,-6.76,6.76,141.5,-68.5,Healthy,MAINTAIN
2022-04-30,S003-P0002,S003,P0002,Groceries,East,Cloudy,Spring,1,5,493,168,82,183.85,50.57,48.04,52.76,8070.97,24931.01,119.57,4.12,179.36,0,134.29,6790.83,0,0,0.0,15.85,15.85,0.0,82.0,Excess,REDUCE STOCK
2022-05-01,S003-P0002,S003,P0002,Electronics,East,Cloudy,Autumn,0,15,80,29,42,34.24,83.36,70.86,79.25,2054.82,6668.8,110.11,0.73,165.16,1,0.0,0.0,0,0,0.0,5.24,5.24,250.32,-208.32,Critical,REPLENISH NOW
2022-05-02,S003-P0002,S003,P0002,Clothing,South,Cloudy,Winter,1,10,120,120,195,129.65,74.93,67.44,71.79,8092.44,8991.6,109.89,1.09,164.84,1,0.0,0.0,1,1,9.65,9.65,9.65,209.68,-14.68,Below Reorder,REPLENISH
2022-05-03,S003-P0002,S003,P0002,Clothing,South,Snowy,Winter,1,20,79,35,166,29.45,14.6,11.68,13.55,408.8,1153.4,100.36,0.79,150.54,1,0.0,0.0,0,0,0.0,-5.55,5.55,222.07,-56.07,Critical,REPLENISH NOW
2022-05-04,S003-P0002,S003,P0002,Clothing,West,Snowy,Winter,1,20,499,420,191,432.96,57.71,46.17,59.72,19390.56,28797.29,110.0,4.54,165.0,0,169.0,9752.99,0,0,0.0,12.96,12.96,0.0,191.0,Excess,REDUCE STOCK
2022-05-05,S003-P0002,S003,P0002,Furniture,North,Rainy,Summer,0,10,431,293,171,291.05,85.36,76.82,84.92,22509.43,36790.16,113.93,3.78,170.89,0,89.21,7615.33,0,0,0.0,-1.95,1.95,0.0,171.0,Excess,REDUCE STOCK
2022-05-06,S003-P0002,S003,P0002,Electronics,East,Snowy,Summer,0,10,87,52,127,53.65,74.27,66.84,74.71,3475.84,6461.49,113.82,0.76,170.73,1,0.0,0.0,0,0,0.0,1.65,1.65,254.46,-127.46,Critical,REPLENISH NOW
2022-05-07,S003-P0002,S003,P0002,Toys,West,Cloudy,Winter,0,5,349,12,173,11.57,32.94,31.29,32.33,375.52,11496.06,104.82,3.33,157.23,0,34.54,1137.61,0,0,0.0,-0.43,0.43,0.0,173.0,Excess,REDUCE STOCK
2022-05-08,S003-P0002,S003,P0002,Furniture,West,Rainy,Spring,1,5,317,0,133,-7.21,49.56,47.08,47.73,0.0,15710.52,101.61,3.12,152.41,0,12.18,603.57,0,0,0.0,-7.21,7.21,0.0,133.0,Excess,REDUCE STOCK
2022-05-09,S003-P0002,S003,P0002,Groceries,West,Snowy,Summer,0,20,173,144,86,151.45,40.85,32.68,44.24,4705.92,7067.05,106.46,1.62,159.7,0,0.0,0.0,0,0,0.0,7.45,7.45,146.39,-60.39,Healthy,MAINTAIN
2022-05-10,S003-P0002,S003,P0002,Furniture,North,Snowy,Winter,0,15,178,130,101,121.41,55.3,47.0,58.46,6110.65,9843.4,110.11,1.62,165.16,0,0.0,0.0,0,0,0.0,-8.59,8.59,152.32,-51.32,Healthy,MAINTAIN
2022-05-11,S003-P0002,S003,P0002,Toys,East,Cloudy,Summer,0,20,171,76,75,87.29,34.47,27.58,34.29,2095.78,5894.37,109.79,1.56,164.68,0,0.0,0.0,0,0,0.0,11.29,11.29,158.36,-83.36,Healthy,MAINTAIN
2022-05-12,S003-P0002,S003,P0002,Groceries,West,Snowy,Summer,0,5,87,71,121,62.35,72.6,68.97,69.05,4896.87,6316.2,101.96,0.85,152.95,1,0.0,0.0,0,0,0.0,-8.65,8.65,218.89,-97.89,Critical,REPLENISH NOW
2022-05-13,S003-P0002,S003,P0002,Electronics,West,Rainy,Autumn,0,5,192,179,70,184.21,57.72,54.83,62.04,9815.29,11082.24,106.54,1.8,159.8,0,0.0,0.0,0,0,0.0,5.21,5.21,127.61,-57.61,Healthy,MAINTAIN
2022-05-14,S003-P0002,S003,P0002,Electronics,North,Snowy,Spring,1,10,376,61,105,77.9,36.83,33.15,35.33,2021.97,13848.08,108.14,3.48,162.21,0,51.57,1899.38,0,0,0.0,16.9,16.9,0.0,105.0,Excess,REDUCE STOCK
2022-05-15,S003-P0002,S003,P0002,Groceries,South,Sunny,Summer,1,10,230,63,103,59.86,18.24,16.42,18.11,1034.21,4195.2,107.29,2.14,160.93,0,0.0,0.0,0,0,0.0,-3.14,3.14,91.86,11.14,Healthy,MAINTAIN
2022-05-16,S003-P0002,S003,P0002,Clothing,East,Sunny,Winter,1,15,460,425,196,425.93,64.62,54.93,60.77,23343.98,29725.2,122.25,3.76,183.38,0,93.25,6025.82,0,0,0.0,0.93,0.93,0.0,196.0,Excess,REDUCE STOCK
2022-05-17,S003-P0002,S003,P0002,Toys,East,Sunny,Autumn,0,5,433,200,83,219.13,55.69,52.91,53.56,10581.1,24113.77,127.11,3.41,190.66,0,51.68,2877.98,0,0,0.0,19.13,19.13,0.0,83.0,Excess,REDUCE STOCK
2022-05-18,S003-P0002,S003,P0002,Groceries,West,Snowy,Autumn,0,5,315,190,98,196.73,32.07,30.47,33.45,5788.64,10102.05,133.86,2.35,200.79,0,0.0,0.0,0,0,0.0,6.73,6.73,86.57,11.43,Healthy,MAINTAIN
2022-05-19,S003-P0002,S003,P0002,Furniture,North,Rainy,Autumn,1,5,369,168,172,187.61,41.99,39.89,41.6,6701.6,15494.31,135.5,2.72,203.25,0,0.0,0.0,0,0,0.0,19.61,19.61,37.5,134.5,Healthy,MAINTAIN
2022-05-20,S003-P0002,S003,P0002,Groceries,North,Snowy,Autumn,0,15,454,339,144,333.7,60.3,51.26,56.75,17375.44,27376.2,146.18,3.11,219.27,0,15.46,932.5,0,0,0.0,-5.3,5.3,0.0,144.0,Excess,REDUCE STOCK
2022-05-21,S003-P0002,S003,P0002,Furniture,South,Cloudy,Summer,0,20,197,195,170,188.03,69.44,55.55,64.66,10832.64,13679.68,151.46,1.3,227.2,1,0.0,0.0,0,0,0.0,-6.97,6.97,257.39,-87.39,Below Reorder,REPLENISH
2022-05-22,S003-P0002,S003,P0002,Toys,East,Rainy,Winter,0,0,124,49,187,46.06,81.1,81.1,86.0,3973.9,10056.4,146.82,0.84,220.23,1,0.0,0.0,0,0,0.0,-2.94,2.94,316.46,-129.46,Critical,REPLENISH NOW
2022-05-23,S003-P0002,S003,P0002,Clothing,West,Cloudy,Autumn,1,15,183,55,129,65.0,57.99,49.29,53.44,2711.03,10612.17,144.5,1.27,216.75,1,0.0,0.0,0,0,0.0,10.0,10.0,250.5,-121.5,Below Reorder,REPLENISH
2022-05-24,S003-P0002,S003,P0002,Toys,East,Cloudy,Winter,0,5,464,19,138,16.79,27.03,25.68,30.21,487.89,12541.92,139.61,3.32,209.41,0,45.18,1221.18,0,0,0.0,-2.21,2.21,0.0,138.0,Excess,REDUCE STOCK
2022-05-25,S003-P0002,S003,P0002,Toys,South,Snowy,Summer,0,10,195,108,151,98.71,30.87,27.78,28.17,3000.56,6019.65,137.71,1.42,206.57,1,0.0,0.0,0,0,0.0,-9.29,9.29,218.14,-67.14,Below Reorder,REPLENISH
2022-05-26,S003-P0002,S003,P0002,Toys,West,Rainy,Summer,1,15,159,92,58,91.24,95.51,81.18,98.93,7468.88,15186.09,137.39,1.16,206.09,1,0.0,0.0,0,0,0.0,-0.76,0.76,253.18,-195.18,Below Reorder,REPLENISH
2022-05-27,S003-P0002,S003,P0002,Groceries,South,Cloudy,Summer,1,0,194,167,178,164.48,33.67,33.67,34.25,5622.89,6531.98,137.86,1.41,206.79,1,0.0,0.0,0,0,0.0,-2.52,2.52,219.57,-41.57,Below Reorder,REPLENISH
2022-05-28,S003-P0002,S003,P0002,Clothing,West,Snowy,Spring,1,15,331,107,38,98.45,98.88,84.05,100.18,8993.14,32729.28,135.68,2.44,203.52,0,0.0,0.0,0,0,0.0,-8.55,8.55,76.04,-38.04,Healthy,MAINTAIN
2022-05-29,S003-P0002,S003,P0002,Clothing,North,Snowy,Autumn,0,10,228,4,97,2.17,92.24,83.02,96.48,332.06,21030.72,134.79,1.69,202.18,0,0.0,0.0,0,0,0.0,-1.83,1.83,176.36,-79.36,Healthy,MAINTAIN
2022-05-30,S003-P0002,S003,P0002,Clothing,North,Cloudy,Summer,1,15,295,50,84,57.89,16.16,13.74,15.85,686.8,4767.2,132.29,2.23,198.43,0,0.0,0.0,0,0,0.0,7.89,7.89,101.86,-17.86,Healthy,MAINTAIN
2022-05-31,S003-P0002,S003,P0002,Electronics,East,Snowy,Spring,0,15,107,2,38,0.05,13.4,11.39,18.37,22.78,1433.8,131.11,0.82,196.66,1,0.0,0.0,0,0,0.0,-1.95,1.95,286.32,-248.32,Critical,REPLENISH NOW
2022-06-01,S003-P0002,S003,P0002,Furniture,North,Rainy,Spring,1,0,247,60,183,61.31,17.4,17.4,19.56,1044.0,4297.8,118.25,2.09,177.38,0,0.0,0.0,0,0,0.0,1.31,1.31,107.75,75.25,Healthy,MAINTAIN
2022-06-02,S003-P0002,S003,P0002,Clothing,North,Sunny,Spring,0,15,414,339,183,355.34,31.28,26.59,29.83,9013.33,12949.92,119.89,3.45,179.84,0,54.32,1699.17,0,0,0.0,16.34,16.34,0.0,183.0,Excess,REDUCE STOCK
2022-06-03,S003-P0002,S003,P0002,Toys,West,Snowy,Autumn,1,0,393,160,39,167.35,98.0,98.0,93.18,15680.0,38514.0,123.75,3.18,185.62,0,21.75,2131.5,0,0,0.0,7.35,7.35,0.0,39.0,Excess,REDUCE STOCK
2022-06-04,S003-P0002,S003,P0002,Toys,East,Rainy,Summer,0,20,492,406,152,406.3,64.19,51.35,65.99,20848.91,31581.48,137.82,3.57,206.73,0,78.54,5041.21,0,0,0.0,0.3,0.3,0.0,152.0,Excess,REDUCE STOCK
2022-06-05,S003-P0002,S003,P0002,Electronics,South,Snowy,Spring,1,10,361,197,76,211.45,54.5,49.05,53.79,9662.85,19674.5,144.86,2.49,217.29,0,0.0,0.0,0,0,0.0,14.45,14.45,73.57,2.43,Healthy,MAINTAIN
2022-06-06,S003-P0002,S003,P0002,Electronics,South,Snowy,Autumn,1,5,182,25,79,34.88,58.27,55.36,60.77,1383.91,10605.14,140.61,1.29,210.91,1,0.0,0.0,0,0,0.0,9.88,9.88,239.82,-160.82,Below Reorder,REPLENISH
2022-06-07,S003-P0002,S003,P0002,Clothing,South,Sunny,Winter,0,0,455,311,23,319.36,72.31,72.31,70.71,22488.41,32901.05,147.07,3.09,220.61,0,13.79,996.84,0,0,0.0,8.36,8.36,0.0,23.0,Excess,REDUCE STOCK
2022-06-08,S003-P0002,S003,P0002,Electronics,North,Cloudy,Autumn,0,5,379,147,61,137.61,39.31,37.34,40.97,5489.64,14898.49,149.61,2.53,224.41,0,0.0,0.0,0,0,0.0,-9.39,9.39,69.82,-8.82,Healthy,MAINTAIN
2022-06-09,S003-P0002,S003,P0002,Groceries,West,Cloudy,Spring,1,20,126,58,153,62.79,44.87,35.9,49.64,2081.97,5653.62,149.14,0.84,223.71,1,0.0,0.0,0,0,0.0,4.79,4.79,321.43,-168.43,Critical,REPLENISH NOW
2022-06-10,S003-P0002,S003,P0002,Furniture,East,Sunny,Autumn,0,0,347,331,60,321.58,45.9,45.9,46.5,15192.9,15927.3,154.57,2.24,231.86,0,0.0,0.0,0,0,0.0,-9.42,9.42,116.71,-56.71,Healthy,MAINTAIN
2022-06-11,S003-P0002,S003,P0002,Clothing,South,Rainy,Autumn,0,10,89,81,153,85.71,25.84,23.26,21.8,1883.74,2299.76,155.29,0.57,232.93,1,0.0,0.0,0,0,0.0,4.71,4.71,376.86,-223.86,Critical,REPLENISH NOW
2022-06-12,S003-P0002,S003,P0002,Furniture,West,Rainy,Winter,0,0,76,27,121,32.53,83.3,83.3,84.07,2249.1,6330.8,154.0,0.49,231.0,1,0.0,0.0,0,0,0.0,5.53,5.53,386.0,-265.0,Critical,REPLENISH NOW
2022-06-13,S003-P0002,S003,P0002,Groceries,West,Sunny,Autumn,0,20,456,257,188,268.56,81.86,65.49,79.89,16830.42,37328.16,148.0,3.08,222.0,0,12.0,982.32,0,0,0.0,11.56,11.56,0.0,188.0,Excess,REDUCE STOCK
2022-06-14,S003-P0002,S003,P0002,Electronics,North,Cloudy,Autumn,1,0,413,360,41,351.79,92.66,92.66,92.07,33357.6,38268.58,153.71,2.69,230.57,0,0.0,0.0,0,0,0.0,-8.21,8.21,48.14,-7.14,Healthy,MAINTAIN
2022-06-15,S003-P0002,S003,P0002,Clothing,East,Cloudy,Winter,0,5,332,246,62,241.41,49.87,47.38,48.93,11654.62,16556.84,155.71,2.13,233.57,0,0.0,0.0,0,0,0.0,-4.59,4.59,135.14,-73.14,Healthy,MAINTAIN
2022-06-16,S003-P0002,S003,P0002,Toys,South,Rainy,Winter,1,5,308,287,164,280.85,97.7,92.82,98.67,26637.9,30091.6,159.96,1.93,239.95,0,0.0,0.0,0,0,0.0,-6.15,6.15,171.89,-7.89,Healthy,MAINTAIN
2022-06-17,S003-P0002,S003,P0002,Groceries,North,Rainy,Winter,1,15,246,138,140,130.96,96.24,81.8,95.33,11288.95,23675.04,152.79,1.61,229.18,0,0.0,0.0,0,0,0.0,-7.04,7.04,212.36,-72.36,Healthy,MAINTAIN
2022-06-18,S003-P0002,S003,P0002,Groceries,North,Rainy,Spring,0,5,213,85,148,94.8,63.91,60.71,67.2,5160.73,13612.83,148.86,1.43,223.29,1,0.0,0.0,0,0,0.0,9.8,9.8,233.57,-85.57,Below Reorder,REPLENISH
2022-06-19,S003-P0002,S003,P0002,Furniture,South,Snowy,Spring,1,0,236,51,100,47.99,86.2,86.2,83.65,4396.2,20343.2,148.93,1.58,223.39,0,0.0,0.0,0,0,0.0,-3.01,3.01,210.79,-110.79,Healthy,MAINTAIN
2022-06-20,S003-P0002,S003,P0002,Clothing,South,Rainy,Spring,1,15,88,46,194,39.2,23.82,20.25,26.01,931.36,2096.16,148.61,0.59,222.91,1,0.0,0.0,0,0,0.0,-6.8,6.8,357.82,-163.82,Critical,REPLENISH NOW
2022-06-21,S003-P0002,S003,P0002,Groceries,West,Rainy,Winter,1,0,457,322,49,331.75,96.86,96.86,98.27,31188.92,44265.02,159.43,2.87,239.14,0,0.0,0.0,0,0,0.0,9.75,9.75,21.29,27.71,Healthy,MAINTAIN
2022-06-22,S003-P0002,S003,P0002,Groceries,South,Snowy,Autumn,0,0,88,63,185,82.53,47.93,47.93,48.33,3019.59,4217.84,157.82,0.56,236.73,1,0.0,0.0,0,0,0.0,19.53,19.53,385.46,-200.46,Critical,REPLENISH NOW
2022-06-23,S003-P0002,S003,P0002,Electronics,South,Cloudy,Summer,1,10,449,350,31,360.58,78.86,70.97,75.98,24840.9,35408.14,167.04,2.69,250.55,0,0.0,0.0,0,0,0.0,10.58,10.58,52.11,-21.11,Healthy,MAINTAIN
2022-06-24,S003-P0002,S003,P0002,Clothing,North,Rainy,Autumn,1,0,370,221,108,222.81,83.76,83.76,88.55,18510.96,30991.2,168.96,2.19,253.45,0,0.0,0.0,0,0,0.0,1.81,1.81,136.89,-28.89,Healthy,MAINTAIN
2022-06-25,S003-P0002,S003,P0002,Clothing,South,Snowy,Summer,1,15,345,211,141,215.72,27.25,23.16,27.65,4887.29,9401.25,172.68,2.0,259.02,0,0.0,0.0,0,0,0.0,4.72,4.72,173.04,-32.04,Healthy,MAINTAIN
2022-06-26,S003-P0002,S003,P0002,Groceries,South,Rainy,Summer,1,5,206,61,62,70.01,18.16,17.25,22.12,1052.37,3740.96,174.71,1.18,262.07,1,0.0,0.0,0,0,0.0,9.01,9.01,318.14,-256.14,Below Reorder,REPLENISH
2022-06-27,S003-P0002,S003,P0002,Electronics,North,Rainy,Summer,1,5,334,36,161,31.09,50.66,48.13,52.62,1732.57,16920.44,174.21,1.92,261.32,0,0.0,0.0,0,0,0.0,-4.91,4.91,188.64,-27.64,Healthy,MAINTAIN
2022-06-28,S003-P0002,S003,P0002,Furniture,East,Sunny,Spring,1,20,477,66,149,72.43,28.4,22.72,24.45,1499.52,13546.8,176.5,2.7,264.75,0,0.0,0.0,0,0,0.0,6.43,6.43,52.5,96.5,Healthy,MAINTAIN
2022-06-29,S003-P0002,S003,P0002,Electronics,East,Snowy,Summer,0,20,190,91,159,96.79,43.22,34.58,38.41,3146.42,8211.8,177.61,1.07,266.41,1,0.0,0.0,0,0,0.0,5.79,5.79,342.82,-183.82,Below Reorder,REPLENISH
2022-06-30,S003-P0002,S003,P0002,Electronics,West,Rainy,Summer,1,10,275,217,93,213.48,50.76,45.68,53.11,9913.43,13959.0,173.25,1.59,259.88,0,0.0,0.0,0,0,0.0,-3.52,3.52,244.75,-151.75,Healthy,MAINTAIN
2022-07-01,S003-P0002,S003,P0002,Groceries,East,Rainy,Summer,1,10,152,152,178,163.17,40.37,36.33,39.42,5522.62,6136.24,172.96,0.88,259.45,1,0.0,0.0,1,1,11.17,11.17,11.17,366.89,-188.89,Critical,REPLENISH NOW
2022-07-02,S003-P0002,S003,P0002,Furniture,West,Cloudy,Spring,0,20,459,420,82,430.65,67.92,54.34,63.76,22821.12,31175.28,173.46,2.65,260.2,0,0.0,0.0,0,0,0.0,10.65,10.65,61.39,20.61,Healthy,MAINTAIN
2022-07-03,S003-P0002,S003,P0002,Toys,South,Rainy,Winter,0,10,54,50,97,64.22,88.08,79.27,91.78,3963.6,4756.32,168.21,0.32,252.32,1,0.0,0.0,0,1,10.22,14.22,14.22,450.64,-353.64,Critical,REPLENISH NOW
2022-07-04,S003-P0002,S003,P0002,Groceries,East,Rainy,Autumn,0,15,294,233,171,244.29,68.34,58.09,66.09,13534.74,20091.96,175.64,1.67,263.46,0,0.0,0.0,0,0,0.0,11.29,11.29,232.93,-61.93,Healthy,MAINTAIN
2022-07-05,S003-P0002,S003,P0002,Groceries,West,Sunny,Spring,1,20,183,96,174,112.46,39.37,31.5,44.32,3023.62,7204.71,167.96,1.09,251.95,1,0.0,0.0,0,0,0.0,16.46,16.46,320.89,-146.89,Below Reorder,REPLENISH
2022-07-06,S003-P0002,S003,P0002,Toys,South,Snowy,Winter,1,0,390,182,60,178.49,31.23,31.23,32.92,5683.86,12179.7,169.21,2.3,253.82,0,0.0,0.0,0,0,0.0,-3.51,3.51,117.64,-57.64,Healthy,MAINTAIN
2022-07-07,S003-P0002,S003,P0002,Clothing,West,Snowy,Autumn,1,15,329,260,83,271.48,27.5,23.38,23.12,6077.5,9047.5,176.43,1.86,264.64,0,0.0,0.0,0,0,0.0,11.48,11.48,200.29,-117.29,Healthy,MAINTAIN
2022-07-08,S003-P0002,S003,P0002,Toys,South,Rainy,Autumn,1,20,279,198,98,194.31,18.57,14.86,20.09,2941.49,5181.03,171.68,1.63,257.52,0,0.0,0.0,0,0,0.0,-3.69,3.69,236.04,-138.04,Healthy,MAINTAIN
2022-07-09,S003-P0002,S003,P0002,Groceries,East,Sunny,Winter,1,20,447,241,172,258.1,96.09,76.87,99.8,18526.15,42952.23,177.39,2.52,266.09,0,0.0,0.0,0,0,0.0,17.1,17.1,85.18,86.82,Healthy,MAINTAIN
2022-07-10,S003-P0002,S003,P0002,Toys,North,Rainy,Autumn,0,5,356,207,133,212.59,87.93,83.53,88.51,17291.43,31303.08,183.82,1.94,275.73,0,0.0,0.0,0,0,0.0,5.59,5.59,195.46,-62.46,Healthy,MAINTAIN
2022-07-11,S003-P0002,S003,P0002,Furniture,West,Rainy,Spring,0,10,234,9,50,18.78,78.92,71.03,77.88,639.25,18467.28,174.96,1.34,262.45,1,0.0,0.0,0,0,0.0,9.78,9.78,290.89,-240.89,Below Reorder,REPLENISH
